,userId,userId,userId,training,training,training,country,country,country,orderNumber,orderNumber,orderNumber,experimentNumber,experimentNumber,experimentNumber,type,type,type,M1,M2,M2country,M3,M3m,M3o,M3t,M4,M4m,M4o,M4t,M4perSec,M5,M5m,M5o,M5t,M6,M6m,M6o,M6t,M7,M8,M9,M10,M11,M12,M12m,M12o,M12t,M13m,M13o,M13t,M14,M15,M15m,M15o,M15t,M16,M16m,M16o,M16t,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M29,M30,M30country,V10t
46,1MQ2201,1MQ2201,1MQ2201,False,False,False,4,4,4,1,1,1,6,6,6,n,n,n,0.5,0.25,0.25,0.22002206896551724,0.0,0.2282727272727273,0.21976386913229018,1450,0,44,1406,3.4698292365418486,137.94897218627833,0.0,74.79770234353715,139.51806881584537,0.06822360248447204,0.0,0.048705882352941175,0.06909143686502177,0,0.0,,0,417.888,319.032,0.0,10.044,308.988,0.0,0.03148273527420447,0.9685172647257956,172932,0,0,0,0,410550,0,264775,145775,5354.497537693596,5,7,4,17,5,7,1,20,3,4,0.125,0.125,9
47,2ML3603,2ML3603,2ML3603,False,False,False,0,0,0,3,3,3,7,7,7,e,e,e,0.75,0.25,,0.21703529411764708,0.158,0.194,0.22259154929577465,255,6,36,213,3.6499484713156987,192.06456523421951,84.82734957360849,174.54759186294643,152.68399554701884,0.057165354330708656,0.06,0.05152941176470588,0.049687499999999996,5,1.25,366.98926921837744,4,69.864,55.344,0.948,6.984,47.412,0.01712922810060711,0.1261925411968777,0.8566782307025151,11441,0,0,0,0,69705,104,3742,65859,8312.553376510123,12,11,13,6,9,11,17,1,4,4,0.5,,5
48,2ML3603,2ML3603,2ML3603,False,False,False,1,1,1,3,3,3,8,8,8,e,e,e,0.375,0.25,0.25,0.18450526315789476,0.2115,0.175,0.18495552731893267,855,8,60,787,4.1732560182744685,145.56181839966757,130.24743694835533,104.75314442160209,142.21223625475238,0.05518032786885246,0.047999999999999994,0.046875,0.055085865257595776,6,0.3,473.75839620143097,4,204.876,157.752,1.692,10.5,145.56,0.010725696029210405,0.06656017039403621,0.9227141335767534,132702,0,0,0,0,204144,0,74073,130071,5354.859892746493,13,1,13,1,6,5,17,1,4,4,0.5,0.5,11
49,2ML3603,2ML3603,2ML3603,False,False,False,0,0,0,3,3,3,11,11,11,c,c,c,0.75,0.375,,0.20434883720930233,0.186,0.17500000000000002,0.2068101265822785,172,2,12,158,3.9409769956924205,160.6039089393062,0.0,101.18712971207349,159.73873823167088,0.04968421052631579,0.0,0.040799999999999996,0.04872,2,0.5,384.4244115910832,1,43.644,35.148,0.372,2.1,32.676,0.010583817002389893,0.0597473540457494,0.9296688289518606,2255,1,0,0,1,44239,0,2105,42134,4190.32996962348,1,1,1,1,2,3,14,4,4,2,0.125,,4
50,2ML3603,2ML3603,2ML3603,False,False,False,2,2,2,3,3,3,12,12,12,c,c,c,0.625,0.375,0.375,0.1962007722007722,0.17485714285714285,0.2086285714285714,0.19537662337662337,777,14,70,693,3.9481707317073167,153.86100633786242,45.94777155195302,73.04887751660559,150.3312739327249,0.057154639175257725,0.032,0.040682926829268294,0.05636913767019667,11,0.55,432.6530487749731,9,196.8,152.448,2.448,14.604,135.396,0.01605793450881612,0.09579659949622166,0.8881454659949621,10323,2,0,0,2,198818,359,11736,186723,7100.2631373006325,1,1,2,2,1,2,14,4,4,2,0.125,0.125,11
51,2ML3603,2ML3603,2ML3603,False,False,False,3,3,3,3,3,3,10,10,10,s,s,s,0.625,0.0,0.0,0.18508235294117648,0.2304516129032258,0.20063999999999999,0.17739650872817955,1020,93,125,802,4.059992357661445,147.3351800346544,91.78297699940292,127.72836367637129,140.95405910455273,0.06128361138370952,0.044,0.05496774193548387,0.052393272962483826,29,1.45,356.4075157619625,16,251.232,188.784,21.432,25.08,142.272,0.11352657004830917,0.13285024154589373,0.7536231884057971,22522,1,0,0,1,252289,57680,194253,356,12169.869451153389,8,2,5,5,5,2,6,8,12,1,0.25,0.25,12
52,2ML3603,2ML3603,2ML3603,False,False,False,0,0,0,3,3,3,9,9,9,s,s,s,1.0,0.0,,0.1918867924528302,0.12840000000000001,0.1841142857142857,0.19427968337730872,424,10,35,379,4.138846589356136,148.09065993199792,87.6611992955877,155.67000841376677,143.52999191632975,0.04984397163120567,0.044000000000000004,0.048,0.04955371900826446,7,1.75,288.1573785146426,5,102.444,81.36,1.284,6.444,73.632,0.015781710914454277,0.07920353982300884,0.9050147492625369,7474,1,0,1,0,-1461079880605,5730,-1461079887542,1207,5922.610152370077,1,1,1,2,1,1,6,8,12,1,0.25,,5
53,2ML3603,2ML3603,2ML3603,False,False,False,0,0,0,3,3,3,13,13,13,n,n,n,0.5,0.25,,0.19195330739299613,0.0,0.18189473684210525,0.19369863013698632,257,0,38,219,4.0347902537051,151.42248523647308,0.0,73.0954663684667,152.7784077584658,0.056109375,0.0,0.048,0.0574869109947644,0,0.0,,0,63.696,49.332,0.0,6.912,42.42,0.0,0.1401118949160788,0.8598881050839212,2441,2,0,1,1,62677,0,8709,53968,5420.341363354731,1,1,1,1,2,1,1,20,9,3,0.375,,4
54,2ML3603,2ML3603,2ML3603,False,False,False,4,4,4,3,3,3,14,14,14,n,n,n,0.5,0.25,0.25,0.19756800000000002,0.0,0.20752941176470588,0.19716527942925088,875,0,34,841,4.036573664009448,148.5429144960635,0.0,81.6377915471145,147.86166838468324,0.05022425629290618,0.0,0.039,0.050256410256410255,0,0.0,,0,216.768,172.872,0.0,7.056,165.816,0.0,0.04081632653061224,0.9591836734693877,9190,3,0,2,1,219105,0,11579,207526,12353.7235439813,5,1,3,4,6,4,1,20,9,3,0.375,0.375,9
55,8FC02,8FC02,8FC02,False,False,False,0,0,0,2,2,2,68,68,68,e,e,e,0.25,0.75,,0.2113253012048193,0.15,0.22683333333333333,0.210233918128655,747,3,60,684,3.3364598686855156,160.4363241033493,107.79116823939346,184.90606474784403,137.11727550814052,0.08851206434316354,0.05,0.3310810810810811,0.07051437216338881,2,0.5,406.55011125634167,2,223.89,157.86,0.45,13.61,143.8,0.002850627137970353,0.08621563410617002,0.9109337387558596,2137,1,0,1,0,221237,784,208735,11718,4384.5983772776,8,4,1,13,12,1,11,13,15,2,0.25,,4
56,8FC02,8FC02,8FC02,False,False,False,1,1,1,2,2,2,69,69,69,e,e,e,0.75,0.75,0.75,0.20526771227690643,0.24884615384615383,0.19308333333333336,0.20478831246273108,1849,52,120,1677,3.580904425292921,136.24023492435776,81.57267664363485,88.83518187910852,125.00085165786271,0.07403138528138528,0.0464,0.05132352941176471,0.07119926199261993,28,1.4,524.07631075769,15,516.35,379.54,12.94,23.17,343.43,0.03409390314591347,0.061047583917373666,0.9048585129367128,8283,1,0,0,1,514079,17160,490614,6305,6328.060803638158,7,1,1,5,13,1,11,13,15,2,0.25,0.25,11
57,8FC02,8FC02,8FC02,False,False,False,0,0,0,2,2,2,70,70,70,c,c,c,0.5,0.5,,0.19208333333333333,0.09,0.18,0.19316239316239317,120,1,2,117,3.944773175542406,150.24806269382236,0.0,0.0,144.96414174446898,0.0619327731092437,0.0,0.0,0.060350877192982454,1,0.25,484.84695423919226,1,30.42,23.05,0.09,0.36,22.6,0.0039045553145336223,0.01561822125813449,0.9804772234273319,2743,1,0,1,0,31073,0,28931,2142,2365.056591298466,5,6,1,5,7,1,13,19,5,4,0.125,,4
58,8FC02,8FC02,8FC02,False,False,False,2,2,2,2,2,2,71,71,71,c,c,c,0.875,0.5,0.5,0.21278523489932885,0.26269230769230767,0.19660714285714287,0.21286352040816325,1788,52,168,1568,3.5475486597488146,148.41499237917262,58.00130430771553,108.47348415431136,131.8996920269812,0.0691382204812535,0.03578947368421053,0.08099009900990099,0.06483011325782811,33,1.65,532.7179023222988,16,504.01,380.46,13.66,33.03,333.77,0.035903905798244234,0.08681595962781896,0.8772801345739368,9854,1,0,0,1,505831,0,286206,219625,9330.6641688308,6,4,1,6,9,8,13,19,5,4,0.125,0.125,10
59,8FC02,8FC02,8FC02,False,False,False,0,0,0,2,2,2,74,74,74,s,s,s,0.5,0.375,,0.22518518518518518,0.24857142857142858,0.15888888888888889,0.2645454545454546,27,7,9,11,2.869287991498406,261.66886442718936,150.88298447787952,139.94660252020893,179.3723768507023,0.1280769230769231,0.04,0.04833333333333333,0.051666666666666666,5,1.25,328.37039027394684,4,9.41,6.08,1.74,1.43,2.91,0.28618421052631576,0.23519736842105263,0.4786184210526316,1306,1,0,1,0,11203,1542,6589,3072,3949.3901362441197,11,11,11,11,11,11,1,20,14,1,0.375,,4
60,8FC02,8FC02,8FC02,False,False,False,3,3,3,2,2,2,75,75,75,s,s,s,0.625,0.375,0.375,0.21044819985304924,0.24412698412698414,0.21157534246575344,0.20640036730945824,1361,126,146,1089,3.5345141016984365,138.20271552239151,92.6082946285757,118.17637424090763,126.71122596253264,0.07252941176470588,0.06419354838709677,0.07980582524271845,0.061340304182509506,39,1.95,367.84680667404814,14,385.06,286.42,30.76,30.89,224.77,0.10739473500453879,0.10784861392360869,0.7847566510718526,22070,1,0,1,0,387122,32,317317,69773,10839.601831732494,8,4,1,7,7,1,1,20,14,1,0.375,0.375,12
61,8FC02,8FC02,8FC02,False,False,False,0,0,0,2,2,2,72,72,72,n,n,n,0.5,0.625,,0.31916666666666665,0.0,0.35,0.31636363636363635,12,0,1,11,2.708803611738149,222.09181174113954,0.0,0.0,165.48614559517694,0.05454545454545454,0.0,0.0,0.04888888888888889,0,0.0,,0,4.43,3.83,0.0,0.35,3.48,0.0,0.09138381201044386,0.9086161879895561,263,1,0,0,1,5437,0,730,4707,2367.0368744434736,11,11,11,11,11,11,2,18,1,3,0.5,,3
62,8FC02,8FC02,8FC02,False,False,False,4,4,4,2,2,2,73,73,73,n,n,n,0.625,0.625,0.625,0.21112544802867383,0.0,0.25275862068965516,0.2102415812591508,1395,0,29,1366,3.7166302552352537,134.6081153243441,0.0,43.14577716536355,133.936446963697,0.05797704447632711,0.0,0.03777777777777778,0.05733085501858736,0,0.0,,0,375.34,294.52,0.0,7.33,287.19,0.0,0.02488795327991308,0.975112046720087,11460,1,0,0,1,377237,0,374150,3087,6505.426340450664,7,3,1,6,9,1,2,18,1,3,0.5,0.5,8
63,5MS3205,5MS3205,5MS3205,False,False,False,0,0,0,5,5,5,52,52,52,e,e,e,0.25,0.125,,0.24405405405405403,0.20823529411764707,0.21789473684210525,0.25392857142857145,148,17,19,112,2.4953633451357273,235.76452527928143,122.02965946412506,117.67900824965086,164.14521276005752,0.15775510204081633,0.14285714285714285,0.07375,0.16673684210526316,13,3.25,488.7209528278311,5,59.31,36.12,3.54,4.14,28.44,0.09800664451827243,0.11461794019933555,0.7873754152823921,3199,2,0,0,2,60548,455,5076,55017,10608.816368321104,9,8,9,9,8,8,16,19,5,4,0.5,,4
64,5MS3205,5MS3205,5MS3205,False,False,False,1,1,1,5,5,5,53,53,53,e,e,e,0.25,0.125,0.125,0.1983813953488372,0.11,0.2259375,0.19761996161228407,1075,1,32,1042,3.839422836529876,112.77314218713387,0.0,97.63697095847414,111.89794263606869,0.06213221601489758,0.0,0.04818181818181819,0.06212953876349362,1,0.05,428.48083443898804,1,279.99,213.26,0.11,7.23,205.92,0.000515802307043046,0.03390227890837476,0.9655819187845822,7232,1,0,0,1,281676,0,1988,279688,5093.66237929982,11,11,11,11,11,11,16,19,5,4,0.5,0.5,11
65,5MS3205,5MS3205,5MS3205,False,False,False,0,0,0,5,5,5,56,56,56,c,c,c,0.0,0.5,,0.27192307692307693,0.2978571428571429,0.3246153846153846,0.24484375,104,14,26,64,2.469135802469136,226.12569987592698,59.11385034210607,163.0081708718509,147.10121593815464,0.13436893203883496,0.11,0.08230769230769232,0.10604166666666666,10,2.5,508.2754476499625,3,42.12,28.28,4.17,8.44,15.67,0.14745403111739744,0.2984441301272984,0.554101838755304,1292,1,0,1,0,41560,1296,7197,33067,6666.899840013662,9,8,9,9,9,11,6,11,10,2,0.25,,4
66,5MS3205,5MS3205,5MS3205,False,False,False,2,2,2,5,5,5,57,57,57,c,c,c,0.0,0.5,0.5,0.2115698478561549,0.17833333333333334,0.1973913043478261,0.21218077474892394,1446,6,46,1394,3.6679095959211625,104.43026964232794,19.5794211719798,56.489077140723076,100.72908897126743,0.06110726643598616,0.025,0.06851851851851852,0.06016,4,0.2,756.647504783856,3,394.23,305.93,1.07,9.08,295.78,0.0034975321151897495,0.02967999215506815,0.966822475729742,7164,1,0,0,1,396187,0,47678,348509,5150.125757525455,9,8,9,10,9,8,6,11,10,2,0.25,0.25,11
67,5MS3205,5MS3205,5MS3205,False,False,False,0,0,0,5,5,5,58,58,58,s,s,s,0.0,0.25,,0.23955555555555555,0.2914285714285714,0.2217543859649123,0.25473684210526315,90,14,57,19,2.718212020537602,217.84261632985664,228.0784784543276,194.18147967658157,183.10882312954865,0.1297752808988764,0.156,0.12613636363636363,0.08272727272727273,13,3.25,409.70775375142034,6,33.11,21.56,4.08,12.64,4.84,0.18923933209647498,0.5862708719851578,0.22448979591836735,2729,1,0,1,0,-1466694259115,128,-1466694261459,2216,4174.010908214849,10,8,9,8,9,10,3,2,14,1,0.125,,4
68,5MS3205,5MS3205,5MS3205,False,False,False,3,3,3,5,5,5,59,59,59,s,s,s,0.625,0.25,0.25,0.20554505005561735,0.24091743119266057,0.21018867924528303,0.20254248366013072,1798,109,159,1530,3.7037037037037037,118.81475929736622,96.27465542459446,111.01432871510741,104.21509142100912,0.06449081803005008,0.05939024390243903,0.05579439252336448,0.06269412559081701,35,1.75,315.23718843900525,16,485.46,369.57,26.26,33.42,309.89,0.07105555104581,0.09042941797223801,0.838515030981952,48078,1,0,0,1,-1466693909085,-1466694293026,294312,89629,23609.466772809807,5,4,6,11,10,7,3,2,14,1,0.125,0.125,13
69,5MS3205,5MS3205,5MS3205,False,False,False,0,0,0,5,5,5,54,54,54,n,n,n,0.25,0.375,,0.28907692307692306,0.0,0.2866666666666667,0.28946428571428573,130,0,18,112,2.482811306340718,121.84861204628314,0.0,131.08974276976306,98.56731833979111,0.1145736434108527,0.0,0.119,0.11427184466019417,0,0.0,,0,52.36,37.58,0.0,5.16,32.42,0.0,0.13730707823310273,0.8626929217668974,2174,1,0,0,1,-1466692671950,0,1308,-1466692673258,1943.2972663181133,11,11,11,11,11,11,12,11,7,3,0.375,,4
70,5MS3205,5MS3205,5MS3205,False,False,False,4,4,4,5,5,5,55,55,55,n,n,n,0.0,0.375,0.375,0.21046221570066032,0.0,0.21883720930232559,0.21018939393939393,1363,0,43,1320,3.6818930819309004,99.78641885087137,0.0,75.20546884850785,100.42680201460954,0.06118208516886931,0.0,0.042352941176470586,0.06163959783449343,0,0.0,,0,370.19,286.86,0.0,9.41,277.45,0.0,0.03280345813288712,0.9671965418671128,8122,0,0,0,0,371639,0,7700,363939,4234.637892419908,7,6,7,9,9,10,12,11,7,3,0.375,0.375,8
71,9FH04,9FH04,9FH04,False,False,False,0,0,0,4,4,4,76,76,76,e,e,e,0.75,0.375,,0.20231308411214954,0.194,0.19444444444444445,0.20315245478036176,428,5,36,387,3.75900228350606,145.33211038116062,32.75909307371539,78.47099216421121,139.76385638726026,0.06386416861826698,0.02,0.08285714285714285,0.062099447513812155,4,1.0,317.46671799466264,4,113.86,86.59,0.97,7.0,78.62,0.011202217346113869,0.08084074373484236,0.9079570389190438,737,1,0,0,1,117707,0,3228,114479,3166.0280109448895,7,6,8,7,9,2,16,3,10,1,0.375,,4
72,9FH04,9FH04,9FH04,False,False,False,1,1,1,4,4,4,77,77,77,e,e,e,0.375,0.375,0.375,0.20257668711656443,0.21772727272727274,0.19870967741935483,0.2026071842410197,978,22,93,863,3.8292873923257633,169.44566046129202,56.47284760769555,101.94538936405405,156.36150531811202,0.058628454452405325,0.05272727272727273,0.04421052631578947,0.0563387297633873,11,0.55,484.54720029625423,7,255.4,198.12,4.79,18.48,174.85,0.024177266303250556,0.09327680193821926,0.8825459317585301,11139,1,0,0,1,256361,0,18308,238053,17820.756734820916,10,9,14,15,8,9,16,3,10,1,0.375,0.375,12
73,9FH04,9FH04,9FH04,False,False,False,0,0,0,4,4,4,82,82,82,c,c,c,0.25,0.25,,0.23041450777202072,0.07,0.21285714285714286,0.23194594594594592,193,1,7,185,3.499546690843155,157.15394479902292,0.0,96.55872539726425,155.98184983164046,0.055625,0.0,0.035,0.055224719101123594,1,0.25,345.34659023738465,1,55.15,44.47,0.07,1.49,42.91,0.001574094895435125,0.03350573420283337,0.9649201709017314,1445,1,0,0,1,56807,0,3034,53773,5845.804469099933,7,7,16,5,3,5,10,15,7,4,0.25,,4
74,9FH04,9FH04,9FH04,False,False,False,2,2,2,4,4,4,83,83,83,c,c,c,0.125,0.25,0.25,0.21642276422764228,0.16999999999999998,0.1992307692307692,0.21842105263157893,492,10,26,456,3.532199009261254,152.67523108601648,42.17774260560092,123.93521325961447,137.71308511620262,0.06682281059063137,0.08666666666666667,0.04625,0.06488479262672811,7,0.35,640.3182869113332,6,139.29,106.48,1.7,5.18,99.6,0.015965439519158527,0.04864763335837716,0.9353869271224642,8214,14,0,1,13,139961,0,21670,118291,16210.674171775556,7,9,17,15,6,9,10,15,7,4,0.25,0.25,10
75,9FH04,9FH04,9FH04,False,False,False,0,0,0,4,4,4,78,78,78,s,s,s,0.0,0.5,,0.19092957746478872,0.2207142857142857,0.18710144927536232,0.18872093023255812,355,28,69,258,4.050199657729606,168.8109340061427,143.79122626565464,133.55797878705732,161.71084477106984,0.05612994350282486,0.047,0.054090909090909085,0.05620833333333333,21,5.25,340.6746563929559,7,87.65,67.78,6.18,12.91,48.69,0.09117733844791974,0.19046916494541163,0.7183534966066686,4039,1,0,1,0,89945,22209,18996,48740,6772.936228966556,6,9,13,13,7,9,6,7,8,2,0.5,,4
76,9FH04,9FH04,9FH04,False,False,False,3,3,3,4,4,4,79,79,79,s,s,s,0.625,0.5,0.5,0.20949946751863685,0.2189795918367347,0.19148148148148147,0.21139386189258313,939,49,108,782,3.7528476080092723,148.79812199773704,136.59146351455078,139.73016713952586,131.60971181346113,0.057025586353944564,0.05028571428571429,0.05591836734693878,0.05574022346368714,19,0.95,404.15573136904914,12,250.21,196.72,10.73,20.68,165.31,0.05454453029686865,0.10512403416022774,0.8403314355429037,27342,1,0,1,0,251397,20125,41650,189622,14014.505946263027,9,8,17,15,6,10,6,7,8,2,0.5,0.5,13
77,9FH04,9FH04,9FH04,False,False,False,0,0,0,4,4,4,80,80,80,n,n,n,0.25,0.25,,0.19287179487179487,0.0,0.0,0.19287179487179487,195,0,0,195,4.034761018001242,141.1535963874291,0.0,0.0,141.1535963874291,0.05525773195876289,0.0,0.0,0.05525773195876289,0,0.0,,0,48.33,37.61,0.0,0.0,37.61,0.0,0.0,1.0,2451,2,0,0,2,49552,0,4360,45192,4413.368654674742,9,6,18,17,3,5,14,10,2,3,0.125,,4
78,9FH04,9FH04,9FH04,False,False,False,4,4,4,4,4,4,81,81,81,n,n,n,0.25,0.25,0.25,0.223013698630137,0.0,0.16583333333333333,0.22632850241545893,219,0,12,207,3.6180406410044603,170.65608156091128,0.0,584.3450023567224,157.37331531514718,0.053623853211009175,0.0,0.06,0.05285714285714285,0,0.0,,0,60.53,48.84,0.0,1.99,46.85,0.0,0.04074529074529074,0.9592547092547092,10874,0,0,0,0,72130,0,6625,65505,14375.568153008157,7,7,19,15,6,7,14,10,2,3,0.125,0.125,8
79,1MW2207,1MW2207,1MW2207,False,False,False,0,0,0,7,7,7,24,24,24,e,e,e,0.5,0.5,,0.26939024390243904,0.152,0.2744444444444445,0.2773529411764706,82,5,9,68,2.9927007299270074,230.3684440295805,83.86193496775097,34.195287719177806,166.30902807525453,0.06555555555555555,0.04,0.03,0.06288135593220338,3,0.75,622.1560185029904,3,27.4,22.09,0.76,2.47,18.86,0.03440470801267542,0.11181530104119512,0.8537799909461294,1366,2,0,0,2,26819,0,3763,23056,2477.4793907169633,8,8,8,9,9,1,9,7,16,2,0.125,,4
80,1MW2207,1MW2207,1MW2207,False,False,False,4,4,4,7,7,7,25,25,25,e,e,e,0.25,0.5,0.5,0.20707057256990677,0.23733766233766232,0.21414634146341463,0.2025551020408163,1502,154,123,1225,3.8294834531640403,142.24447156158607,93.10841099355112,90.34351596249205,126.56194037616471,0.054097268487674884,0.04161904761904762,0.05457142857142857,0.04864334470989761,56,2.8,513.4675939077586,16,392.22,311.02,36.55,26.34,248.13,0.11751655842068034,0.08468908751848755,0.7977943540608321,4864,1,0,0,1,390950,0,388065,2885,5212.772963477822,6,5,5,9,10,1,9,7,16,2,0.125,0.125,9
81,1MW2207,1MW2207,1MW2207,False,False,False,0,0,0,7,7,7,20,20,20,c,c,c,0.5,0.5,,0.2054237288135593,0.3195,0.1910810810810811,0.20120481927710843,472,20,37,415,3.859362224039248,175.03877485887264,91.08633701084936,209.70803568560783,147.91909128375826,0.053800424628450104,0.042222222222222223,0.06352941176470589,0.05213740458015267,13,3.25,688.7185684030652,7,122.3,96.96,6.39,7.07,83.5,0.06590346534653466,0.07291666666666667,0.8611798679867987,43690,0,0,0,0,124152,0,63345,60807,4851.999226200235,6,5,4,10,7,1,7,14,15,1,0.25,,4
82,1MW2207,1MW2207,1MW2207,False,False,False,1,1,1,7,7,7,21,21,21,c,c,c,0.625,0.5,0.5,0.20506583072100312,0.2763087248322148,0.2343478260869565,0.19313618677042801,1595,149,161,1285,3.818164408483746,143.81081127816847,60.29961995607075,82.50976006199406,125.81870413551712,0.05687578419071518,0.04180851063829787,0.0432,0.05442986054142739,62,3.1,558.6599885057756,20,417.74,327.08,41.17,37.73,248.18,0.12587134645958176,0.11535404182463005,0.7587746117157882,109988,0,0,0,0,407862,0,7886,399976,9719.220664422046,9,6,5,9,10,1,7,14,15,1,0.25,0.25,12
83,1MW2207,1MW2207,1MW2207,False,False,False,0,0,0,7,7,7,18,18,18,s,s,s,0.5,0.5,,0.1956084656084656,0.202,0.19271604938271605,0.1956319290465632,567,35,81,451,4.038461538461538,151.39793811759895,114.06640451142506,216.28322598016777,131.53160487749997,0.052102473498233215,0.063125,0.05571428571428571,0.04971360381861575,22,5.5,352.92546771708976,8,140.4,110.91,7.07,15.61,88.23,0.0637453791362366,0.1407447479938689,0.7955098728698946,104260,0,0,0,0,-1465998580242,-1465998719565,9264,130059,5407.5139829283025,5,3,5,13,7,1,1,20,20,3,0.375,,4
84,1MW2207,1MW2207,1MW2207,False,False,False,2,2,2,7,7,7,19,19,19,s,s,s,0.875,0.5,0.5,0.1963328530259366,0.2412121212121212,0.22898089171974523,0.18939055793991416,1388,66,157,1165,3.94980222532085,138.94744365205327,108.85620667701221,115.36627685680348,127.07507207880927,0.056885364095169436,0.04060606060606061,0.048773584905660375,0.05141450313339302,38,1.9,382.21245556199915,17,351.41,272.51,15.92,35.95,220.64,0.05841987450001835,0.13192176433892336,0.8096583611610583,330737,0,0,0,0,353020,1104,351916,0,10058.2459561931,8,9,6,10,9,1,1,20,20,3,0.375,0.375,10
85,1MW2207,1MW2207,1MW2207,False,False,False,0,0,0,7,7,7,22,22,22,n,n,n,0.5,0.125,,0.21347826086956523,0.0,0.19,0.2153125,69,0,5,64,3.7663755458515285,169.7573583197052,0.0,0.0,158.62439482839702,0.052794117647058825,0.0,0.0,0.05067796610169492,0,0.0,,0,18.32,14.73,0.0,0.95,13.78,0.0,0.06449422946367957,0.9355057705363203,7926,0,0,0,0,18939,0,15155,3784,3300.175784440934,8,8,8,9,8,1,5,17,5,4,0.5,,4
86,1MW2207,1MW2207,1MW2207,False,False,False,3,3,3,7,7,7,23,23,23,n,n,n,0.75,0.125,0.125,0.2018744838976053,0.0,0.26770491803278684,0.19838260869565216,1211,0,61,1150,3.9480976754800636,123.94541972568359,0.0,67.69561124974092,124.01157388025199,0.051454545454545454,0.0,0.04548387096774193,0.05140178571428571,0,0.0,,0,306.73,244.47,0.0,16.33,228.14,0.0,0.066797562073056,0.9332024379269439,6015,3,0,2,1,307415,0,304835,2580,8180.850505921197,13,9,10,10,12,1,5,17,5,4,0.5,0.5,12
87,12FRH06,12FRH06,12FRH06,False,False,False,0,0,0,6,6,6,92,92,92,e,e,e,0.25,0.375,,0.18035502958579883,0.152,0.23862857142857144,0.17384,338,3,35,300,4.112522509368764,148.41342290275145,0.0,93.73511416244794,145.23024989895566,0.06299109792284867,0.0,0.048,0.06008450704225352,3,0.75,470.99904435030004,2,82.188,60.96,0.456,8.352,52.152,0.007480314960629921,0.13700787401574804,0.8555118110236221,37311,2,0,2,0,83183,0,29994,53189,4153.361906258621,8,13,13,7,5,10,18,7,12,4,0.375,,4
88,12FRH06,12FRH06,12FRH06,False,False,False,1,1,1,6,6,6,93,93,93,e,e,e,0.5,0.375,0.375,0.18193388429752066,0.19371428571428573,0.19941818181818183,0.18068075639599554,968,14,55,899,3.991620894980784,126.99883263416893,83.971433251779,113.53488329909666,122.65339397591586,0.06866184074457084,0.039,0.0487741935483871,0.0668904109589041,7,0.35,441.3375585662337,4,242.508,176.112,2.712,10.968,162.432,0.01539929136004361,0.06227855001362769,0.9223221586263287,203533,0,0,0,0,242981,34392,207893,696,4767.998783612794,13,13,10,8,10,11,18,7,12,4,0.375,0.375,11
89,12FRH06,12FRH06,12FRH06,False,False,False,0,0,0,6,6,6,98,98,98,c,c,c,0.5,0.125,,0.20696629213483145,0.29400000000000004,0.23182978723404257,0.18477419354838712,267,34,47,186,3.5829307568438007,168.7970494588783,83.16988863586351,151.4985229553765,127.18198630072426,0.07240601503759399,0.05446153846153846,0.05475,0.06810191082802548,22,5.5,458.45752254764653,8,74.52,55.26,9.996,10.896,34.368,0.18089033659066234,0.1971769815418024,0.6219326818675354,1782,5,0,1,4,75253,1519,4533,69201,14340.7809236925,5,4,5,15,7,6,12,5,13,2,0.5,,4
90,12FRH06,12FRH06,12FRH06,False,False,False,2,2,2,6,6,6,99,99,99,c,c,c,0.75,0.125,0.125,0.1675053091817614,0.2524736842105263,0.1982456140350877,0.15885376661742984,1601,76,171,1354,3.9910456988443164,141.1799855273047,57.49748280140753,87.07376644608122,132.83856523947745,0.0831075,0.06510638297872341,0.09774757281553398,0.07455752895752896,33,1.65,481.41388806065964,18,401.148,268.176,19.188,33.9,215.088,0.07155002684804009,0.12640952210488635,0.8020404510470736,8078,1,1,0,0,401150,762,16158,384230,9941.004579586985,12,16,13,13,14,12,12,5,13,2,0.5,0.5,11
91,12FRH06,12FRH06,12FRH06,False,False,False,0,0,0,6,6,6,96,96,96,s,s,s,0.5,0.125,,0.18818181818181817,0.26171428571428573,0.14012903225806453,0.17266019417475728,176,42,31,103,4.066167637002126,130.20065368773,84.1676534196874,106.75225661176606,125.68617872697439,0.05808,0.047999999999999994,0.04971428571428571,0.05696703296703297,16,4.0,312.88473154088393,7,43.284,33.12,10.992,4.344,17.784,0.33188405797101456,0.13115942028985508,0.5369565217391304,6821,0,0,0,0,47036,10585,34043,2408,5353.637161440324,5,5,5,16,6,4,2,5,16,1,0.25,,4
92,12FRH06,12FRH06,12FRH06,False,False,False,3,3,3,6,6,6,97,97,97,s,s,s,0.625,0.125,0.125,0.18242041312272175,0.2652342857142857,0.1871111111111111,0.17042433697347895,1646,175,189,1282,3.816015208420272,127.69419570682015,77.73148943124431,111.50525858153173,123.58388295294841,0.07968145896656535,0.0783673469387755,0.12181818181818181,0.06734574898785425,35,1.75,334.13822207380593,17,431.34,300.264,46.416,35.364,218.484,0.15458396610982333,0.1177763568060107,0.727639677084166,17599,1,0,1,0,432612,2810,418281,11521,12057.080435096499,13,13,9,12,12,8,2,5,16,1,0.25,0.25,13
